"Corn"|"Bu"||120|||||||"26819726"|"51892317"
"Corn silage"|"Tons"||25|||||||"26819726"|"51892318"
"Grass-legume hay"|"Tons"||3|||||||"26819726"|"51892319"
"Pasture"|"AUM"||5.5|||||||"26819726"|"51892320"
"Soybeans"|"Bu"||50|||||||"26819726"|"51892321"
"Wheat"|"Bu"||55|||||||"26819726"|"51892322"
"Alfalfa hay"|"Tons"||4|||||||"26819727"|"51892323"
"Barley"|"Bu"||80|||||||"26819727"|"51892324"
"Corn"|"Bu"||160|||||||"26819727"|"51892325"
"Corn silage"|"Tons"||30|||||||"26819727"|"51892326"
"Grass-legume hay"|"Tons"||3.5|||||||"26819727"|"51892327"
"Pasture"|"AUM"||9.5|||||||"26819727"|"51892328"
"Soybeans"|"Bu"||65|||||||"26819727"|"51892329"
"Tobacco"|"Lbs"||2300|||||||"26819727"|"51892330"
"Wheat"|"Bu"||70|||||||"26819727"|"51892331"
"Alfalfa hay"|"Tons"||4.5|||||||"26819728"|"51892332"
"Barley"|"Bu"||75|||||||"26819728"|"51892333"
"Corn"|"Bu"||150|||||||"26819728"|"51892334"
"Corn silage"|"Tons"||30|||||||"26819728"|"51892335"
"Grass-legume hay"|"Tons"||3|||||||"26819728"|"51892336"
"Pasture"|"AUM"||8.5|||||||"26819728"|"51892337"
"Soybeans"|"Bu"||60|||||||"26819728"|"51892338"
"Tobacco"|"Lbs"||2300|||||||"26819728"|"51892339"
"Wheat"|"Bu"||70|||||||"26819728"|"51892340"
"Barley"|"Bu"||60|||||||"26819495"|"51890768"
"Corn"|"Bu"||120|||||||"26819495"|"51890769"
"Corn silage"|"Tons"||25|||||||"26819495"|"51890770"
"Grass-legume hay"|"Tons"||3|||||||"26819495"|"51890771"
"Pasture"|"AUM"||5.5|||||||"26819495"|"51890772"
"Soybeans"|"Bu"||50|||||||"26819495"|"51890773"
"Wheat"|"Bu"||55|||||||"26819495"|"51890774"
"Alfalfa hay"|"Tons"||3.5|||||||"26819496"|"51890775"
"Barley"|"Bu"||55|||||||"26819496"|"51890776"
"Corn"|"Bu"||135|||||||"26819496"|"51890777"
"Corn silage"|"Tons"||25|||||||"26819496"|"51890778"
"Grass-legume hay"|"Tons"||3|||||||"26819496"|"51890779"
"Pasture"|"AUM"||6.5|||||||"26819496"|"51890780"
"Soybeans"|"Bu"||55|||||||"26819496"|"51890781"
"Tobacco"|"Lbs"||2100|||||||"26819496"|"51890782"
"Wheat"|"Bu"||60|||||||"26819496"|"51890783"
"Alfalfa hay"|"Tons"||4.5|||||||"26819497"|"51890784"
"Barley"|"Bu"||75|||||||"26819497"|"51890785"
"Corn"|"Bu"||150|||||||"26819497"|"51890786"
"Corn silage"|"Tons"||30|||||||"26819497"|"51890787"
"Grass-legume hay"|"Tons"||3.5|||||||"26819497"|"51890788"
"Pasture"|"AUM"||8.5|||||||"26819497"|"51890789"
"Soybeans"|"Bu"||60|||||||"26819497"|"51890790"
"Tobacco"|"Lbs"||2300|||||||"26819497"|"51890791"
"Wheat"|"Bu"||70|||||||"26819497"|"51890792"
"Alfalfa hay"|"Tons"||4.5|||||||"26819498"|"51890793"
"Barley"|"Bu"||75|||||||"26819498"|"51890794"
"Corn"|"Bu"||150|||||||"26819498"|"51890795"
"Corn silage"|"Tons"||30|||||||"26819498"|"51890796"
"Grass-legume hay"|"Tons"||3|||||||"26819498"|"51890797"
"Pasture"|"AUM"||8.5|||||||"26819498"|"51890798"
"Soybeans"|"Bu"||60|||||||"26819498"|"51890799"
"Tobacco"|"Lbs"||2300|||||||"26819498"|"51890800"
"Wheat"|"Bu"||70|||||||"26819498"|"51890801"
"Alfalfa hay"|"Tons"||3.5|||||||"26819499"|"51890802"
"Barley"|"Bu"||70|||||||"26819499"|"51890803"
"Corn"|"Bu"||140|||||||"26819499"|"51890804"
"Corn silage"|"Tons"||25|||||||"26819499"|"51890805"
"Grass-legume hay"|"Tons"||3|||||||"26819499"|"51890806"
"Pasture"|"AUM"||8.5|||||||"26819499"|"51890807"
"Soybeans"|"Bu"||55|||||||"26819499"|"51890808"
"Wheat"|"Bu"||65|||||||"26819499"|"51890809"
"Oats"|"Bu"||65|||||||"26819830"|"51893031"
"Soybeans"|"Bu"||40|||||||"26819830"|"51893032"
"Corn"|"Bu"||115|||||||"26819830"|"51893033"
"Corn silage"|"Tons"||20|||||||"26819830"|"51893034"
"Pasture"|"AUM"||6.5|||||||"26819830"|"51893035"
"Wheat"|"Bu"||35|||||||"26819830"|"51893036"
"Alfalfa hay"|"Tons"||3|||||||"26819830"|"51893037"
"Grass-legume hay"|"Tons"||3|||||||"26819830"|"51893038"
"Soybeans"|"Bu"|30|35|40||||||"26819831"|"51893039"
"Wheat"|"Bu"|30|40|50||||||"26819831"|"51893040"
"Corn silage"|"Tons"|14|19|22||||||"26819831"|"51893041"
"Corn"|"Bu"|80|110|130||||||"26819831"|"51893042"
"Pasture"|"AUM"|3|4|5||||||"26819831"|"51893043"
"Grass-legume hay"|"Tons"|1|2|3||||||"26819831"|"51893044"
"Oats"|"Bu"||75|||||||"26819832"|"51893045"
"Corn"|"Bu"||120|||||||"26819832"|"51893046"
"Corn silage"|"Tons"||24|||||||"26819832"|"51893047"
"Soybeans"|"Bu"||35|||||||"26819832"|"51893048"
"Alfalfa hay"|"Tons"||4.5|||||||"26819832"|"51893049"
"Grass-legume hay"|"Tons"||3.2|||||||"26819832"|"51893050"
"Wheat"|"Bu"||40|||||||"26819832"|"51893051"
"Grass-legume hay"|"Tons"||4.5|||||||"26819833"|"51893052"
"Corn"|"Bu"||180|||||||"26819833"|"51893053"
"Switchgrass"|"Tons"||4.5|||||||"26819833"|"51893054"
"Wheat"|"Bu"||95|||||||"26819833"|"51893055"
"Corn"|"Bu"||180|||||||"26819823"|"51892984"
"Grass-legume hay"|"Tons"||4.5|||||||"26819823"|"51892985"
"Switchgrass"|"Tons"||4.5|||||||"26819823"|"51892986"
"Wheat"|"Bu"||95|||||||"26819823"|"51892987"
"Grass-legume hay"|"Tons"||3|||||||"26819824"|"51892988"
"Corn silage"|"Tons"||17|||||||"26819824"|"51892989"
"Pasture"|"AUM"||6.5|||||||"26819824"|"51892990"
"Wheat"|"Bu"||35|||||||"26819824"|"51892991"
"Alfalfa hay"|"Tons"||3.5|||||||"26819824"|"51892992"
"Corn"|"Bu"||85|||||||"26819824"|"51892993"
"Oats"|"Bu"||60|||||||"26819824"|"51892994"
"Soybeans"|"Bu"||25|||||||"26819824"|"51892995"
"Oats"|"Bu"||65|||||||"26819825"|"51892996"
"Soybeans"|"Bu"||40|||||||"26819825"|"51892997"
"Corn silage"|"Tons"||20|||||||"26819825"|"51892998"
"Pasture"|"AUM"||6.5|||||||"26819825"|"51892999"
"Wheat"|"Bu"||35|||||||"26819825"|"51893000"
"Alfalfa hay"|"Tons"||3|||||||"26819825"|"51893001"
"Grass-legume hay"|"Tons"||3|||||||"26819825"|"51893002"
"Corn"|"Bu"||115|||||||"26819825"|"51893003"
"Soybeans"|"Bu"||35|||||||"26819826"|"51893004"
"Alfalfa hay"|"Tons"||4.5|||||||"26819826"|"51893005"
"Grass-legume hay"|"Tons"||3.2|||||||"26819826"|"51893006"
"Wheat"|"Bu"||40|||||||"26819826"|"51893007"
"Oats"|"Bu"||75|||||||"26819826"|"51893008"
"Corn"|"Bu"||120|||||||"26819826"|"51893009"
"Corn silage"|"Tons"||24|||||||"26819826"|"51893010"
"Grass-legume hay"|"Tons"||3|||||||"26819827"|"51893011"
"Wheat"|"Bu"||35|||||||"26819827"|"51893012"
"Corn silage"|"Tons"||17|||||||"26819827"|"51893013"
"Pasture"|"AUM"||6.5|||||||"26819827"|"51893014"
"Alfalfa hay"|"Tons"||3.5|||||||"26819827"|"51893015"
"Corn"|"Bu"||85|||||||"26819827"|"51893016"
"Oats"|"Bu"||60|||||||"26819827"|"51893017"
"Soybeans"|"Bu"||25|||||||"26819827"|"51893018"
"Wheat"|"Bu"||35|||||||"26819828"|"51893019"
"Alfalfa hay"|"Tons"||3|||||||"26819828"|"51893020"
"Grass-legume hay"|"Tons"||3|||||||"26819828"|"51893021"
"Corn"|"Bu"||115|||||||"26819828"|"51893022"
"Oats"|"Bu"||65|||||||"26819828"|"51893023"
"Soybeans"|"Bu"||40|||||||"26819828"|"51893024"
"Corn silage"|"Tons"||20|||||||"26819828"|"51893025"
"Pasture"|"AUM"||6.5|||||||"26819828"|"51893026"
"Grass-legume hay"|"Tons"||4.5|||||||"26819829"|"51893027"
"Corn"|"Bu"||180|||||||"26819829"|"51893028"
"Switchgrass"|"Tons"||4.5|||||||"26819829"|"51893029"
"Wheat"|"Bu"||95|||||||"26819829"|"51893030"
"Wheat"|"Bu"||30|||||||"26819504"|"51890810"
"Corn"|"Bu"||70|||||||"26819504"|"51890811"
"Corn silage"|"Tons"||15|||||||"26819504"|"51890812"
"Grass-legume hay"|"Tons"||2.5|||||||"26819504"|"51890813"
"Pasture"|"AUM"||7.5|||||||"26819504"|"51890814"
"Soybeans"|"Bu"||25|||||||"26819504"|"51890815"
"Alfalfa hay"|"Tons"||3.5|||||||"26819505"|"51890816"
"Corn"|"Bu"||125|||||||"26819505"|"51890817"
"Corn silage"|"Tons"||20|||||||"26819505"|"51890818"
"Grass-legume hay"|"Tons"||3|||||||"26819505"|"51890819"
"Pasture"|"AUM"||6.5|||||||"26819505"|"51890820"
"Soybeans"|"Bu"||30|||||||"26819505"|"51890821"
"Wheat"|"Bu"||40|||||||"26819505"|"51890822"
"Tobacco"|"Lbs"||2300|||||||"26819505"|"51890823"
"Barley"|"Bu"||65|||||||"26819505"|"51890824"
"Oats"|"Bu"||70|||||||"26819505"|"51890825"
"Alfalfa hay"|"Tons"||5|||||||"26819507"|"51890826"
"Barley"|"Bu"||85|||||||"26819507"|"51890827"
"Corn"|"Bu"||165|||||||"26819507"|"51890828"
"Corn silage"|"Tons"||30|||||||"26819507"|"51890829"
"Grass-legume hay"|"Tons"||3.5|||||||"26819507"|"51890830"
"Pasture"|"AUM"||9.5|||||||"26819507"|"51890831"
"Soybeans"|"Bu"||65|||||||"26819507"|"51890832"
"Tobacco"|"Lbs"||2400|||||||"26819507"|"51890833"
"Wheat"|"Bu"||75|||||||"26819507"|"51890834"
"Alfalfa hay"|"Tons"||5.5|||||||"26819508"|"51890835"
"Barley"|"Bu"||85|||||||"26819508"|"51890836"
"Corn"|"Bu"||170|||||||"26819508"|"51890837"
"Corn silage"|"Tons"||30|||||||"26819508"|"51890838"
"Grass-legume hay"|"Tons"||3.5|||||||"26819508"|"51890839"
"Pasture"|"AUM"||5.5|||||||"26819508"|"51890840"
"Soybeans"|"Bu"||70|||||||"26819508"|"51890841"
"Tobacco"|"Lbs"||2500|||||||"26819508"|"51890842"
"Wheat"|"Bu"||75|||||||"26819508"|"51890843"
"Alfalfa hay"|"Tons"||4.5|||||||"26819509"|"51890844"
"Barley"|"Bu"||75|||||||"26819509"|"51890845"
"Corn"|"Bu"||150|||||||"26819509"|"51890846"
"Corn silage"|"Tons"||30|||||||"26819509"|"51890847"
"Grass-legume hay"|"Tons"||3|||||||"26819509"|"51890848"
"Pasture"|"AUM"||8.5|||||||"26819509"|"51890849"
"Soybeans"|"Bu"||60|||||||"26819509"|"51890850"
"Tobacco"|"Lbs"||2300|||||||"26819509"|"51890851"
"Wheat"|"Bu"||70|||||||"26819509"|"51890852"
"Alfalfa hay"|"Tons"||5.5|||||||"26819510"|"51890853"
"Barley"|"Bu"||85|||||||"26819510"|"51890854"
"Corn"|"Bu"||170|||||||"26819510"|"51890855"
"Corn silage"|"Tons"||30|||||||"26819510"|"51890856"
"Grass-legume hay"|"Tons"||3.5|||||||"26819510"|"51890857"
"Pasture"|"AUM"||5.5|||||||"26819510"|"51890858"
"Soybeans"|"Bu"||70|||||||"26819510"|"51890859"
"Tobacco"|"Lbs"||2500|||||||"26819510"|"51890860"
"Wheat"|"Bu"||75|||||||"26819510"|"51890861"
"Alfalfa hay"|"Tons"||4.5|||||||"26819511"|"51890862"
"Barley"|"Bu"||75|||||||"26819511"|"51890863"
"Corn"|"Bu"||150|||||||"26819511"|"51890864"
"Corn silage"|"Tons"||30|||||||"26819511"|"51890865"
"Grass-legume hay"|"Tons"||3.5|||||||"26819511"|"51890866"
"Pasture"|"AUM"||8.5|||||||"26819511"|"51890867"
"Soybeans"|"Bu"||60|||||||"26819511"|"51890868"
"Tobacco"|"Lbs"||2300|||||||"26819511"|"51890869"
"Wheat"|"Bu"||70|||||||"26819511"|"51890870"
"Pasture"|"AUM"||8.5|||||||"26819512"|"51890871"
"Soybeans"|"Bu"||60|||||||"26819512"|"51890872"
"Tobacco"|"Lbs"||2300|||||||"26819512"|"51890873"
"Wheat"|"Bu"||70|||||||"26819512"|"51890874"
"Alfalfa hay"|"Tons"||4.5|||||||"26819512"|"51890875"
"Barley"|"Bu"||75|||||||"26819512"|"51890876"
"Corn"|"Bu"||150|||||||"26819512"|"51890877"
"Corn silage"|"Tons"||30|||||||"26819512"|"51890878"
"Grass-legume hay"|"Tons"||3|||||||"26819512"|"51890879"
"Alfalfa hay"|"Tons"||5.5|||||||"26819515"|"51890880"
"Barley"|"Bu"||85|||||||"26819515"|"51890881"
"Corn"|"Bu"||170|||||||"26819515"|"51890882"
"Corn silage"|"Tons"||30|||||||"26819515"|"51890883"
"Grass-legume hay"|"Tons"||3.5|||||||"26819515"|"51890884"
"Pasture"|"AUM"||5.5|||||||"26819515"|"51890885"
"Soybeans"|"Bu"||70|||||||"26819515"|"51890886"
"Tobacco"|"Lbs"||2500|||||||"26819515"|"51890887"
"Wheat"|"Bu"||75|||||||"26819515"|"51890888"
"Alfalfa hay"|"Tons"||4.5|||||||"26819516"|"51890889"
"Barley"|"Bu"||75|||||||"26819516"|"51890890"
"Corn"|"Bu"||150|||||||"26819516"|"51890891"
"Corn silage"|"Tons"||30|||||||"26819516"|"51890892"
"Grass-legume hay"|"Tons"||3.5|||||||"26819516"|"51890893"
"Pasture"|"AUM"||8.5|||||||"26819516"|"51890894"
"Soybeans"|"Bu"||60|||||||"26819516"|"51890895"
"Tobacco"|"Lbs"||2300|||||||"26819516"|"51890896"
"Wheat"|"Bu"||70|||||||"26819516"|"51890897"
"Barley"|"Bu"||90|||||||"26819517"|"51890898"
"Corn"|"Bu"||175|||||||"26819517"|"51890899"
"Corn silage"|"Tons"||30|||||||"26819517"|"51890900"
"Grass-legume hay"|"Tons"||3.5|||||||"26819517"|"51890901"
"Pasture"|"AUM"||10.5|||||||"26819517"|"51890902"
"Soybeans"|"Bu"||70|||||||"26819517"|"51890903"
"Tobacco"|"Lbs"||2600|||||||"26819517"|"51890904"
"Wheat"|"Bu"||75|||||||"26819517"|"51890905"
"Alfalfa hay"|"Tons"||5.5|||||||"26819517"|"51890906"
"Barley"|"Bu"||50|||||||"26819518"|"51890907"
"Corn"|"Bu"||100|||||||"26819518"|"51890908"
"Corn silage"|"Tons"||25|||||||"26819518"|"51890909"
"Grass-legume hay"|"Tons"||3.5|||||||"26819518"|"51890910"
"Pasture"|"AUM"||6.5|||||||"26819518"|"51890911"
"Soybeans"|"Bu"||50|||||||"26819518"|"51890912"
"Wheat"|"Bu"||55|||||||"26819518"|"51890913"
"Oats"|"Bu"||65|||||||"26819518"|"51890914"
"Barley"|"Bu"||70|||||||"26819519"|"51890915"
"Corn"|"Bu"||140|||||||"26819519"|"51890916"
"Corn silage"|"Tons"||25|||||||"26819519"|"51890917"
"Grass-legume hay"|"Tons"||4.5|||||||"26819519"|"51890918"
"Pasture"|"AUM"||8.5|||||||"26819519"|"51890919"
"Soybeans"|"Bu"||55|||||||"26819519"|"51890920"
"Tobacco"|"Lbs"||2500|||||||"26819519"|"51890921"
"Wheat"|"Bu"||65|||||||"26819519"|"51890922"
"Oats"|"Bu"||75|||||||"26819519"|"51890923"
"Corn silage"|"Tons"||30|||||||"26819885"|"51893424"
"Grass-legume hay"|"Tons"||3.5|||||||"26819885"|"51893425"
"Wheat"|"Bu"||75|||||||"26819885"|"51893426"
"Pasture"|"AUM"||10.5|||||||"26819885"|"51893427"
"Alfalfa hay"|"Tons"||5.5|||||||"26819885"|"51893428"
"Barley"|"Bu"||85|||||||"26819885"|"51893429"
"Soybeans"|"Bu"||70|||||||"26819885"|"51893430"
"Tobacco"|"Lbs"||2500|||||||"26819885"|"51893431"
"Corn"|"Bu"||170|||||||"26819885"|"51893432"
"Grass-legume hay"|"Tons"||3.5|||||||"26819886"|"51893433"
"Corn silage"|"Tons"||25|||||||"26819886"|"51893434"
"Soybeans"|"Bu"||55|||||||"26819886"|"51893435"
"Pasture"|"AUM"||10.5|||||||"26819886"|"51893436"
"Oats"|"Bu"||70|||||||"26819886"|"51893437"
"Wheat"|"Bu"||45|||||||"26819886"|"51893438"
"Corn"|"Bu"||150|||||||"26819886"|"51893439"
"Alfalfa hay"|"Tons"||5|||||||"26819886"|"51893440"
"Alfalfa hay"|"Tons"||3|||||||"26819887"|"51893441"
"Barley"|"Bu"||50|||||||"26819887"|"51893442"
"Corn"|"Bu"||120|||||||"26819887"|"51893443"
"Corn silage"|"Tons"||25|||||||"26819887"|"51893444"
"Grass-legume hay"|"Tons"||3|||||||"26819887"|"51893445"
"Pasture"|"AUM"||6|||||||"26819887"|"51893446"
"Soybeans"|"Bu"||50|||||||"26819887"|"51893447"
"Tobacco"|"Lbs"||2200|||||||"26819887"|"51893448"
"Wheat"|"Bu"||55|||||||"26819887"|"51893449"
"Oats"|"Bu"||60|||||||"26819887"|"51893450"
"Alfalfa hay"|"Tons"||5.5|||||||"26819892"|"51893479"
"Barley"|"Bu"||85|||||||"26819892"|"51893480"
"Corn"|"Bu"||170|||||||"26819892"|"51893481"
"Corn silage"|"Tons"||30|||||||"26819892"|"51893482"
"Grass-legume hay"|"Tons"||3.5|||||||"26819892"|"51893483"
"Pasture"|"AUM"||10.5|||||||"26819892"|"51893484"
"Soybeans"|"Bu"||70|||||||"26819892"|"51893485"
"Tobacco"|"Lbs"||2500|||||||"26819892"|"51893486"
"Wheat"|"Bu"||75|||||||"26819892"|"51893487"
"Oats"|"Bu"||80|||||||"26819892"|"51893488"
"Grass-legume hay"|"Tons"||3.5|||||||"26819893"|"51893489"
"Oats"|"Bu"||70|||||||"26819893"|"51893490"
"Wheat"|"Bu"||45|||||||"26819893"|"51893491"
"Alfalfa hay"|"Tons"||5|||||||"26819893"|"51893492"
"Corn"|"Bu"||150|||||||"26819893"|"51893493"
"Soybeans"|"Bu"||55|||||||"26819893"|"51893494"
"Corn silage"|"Tons"||25|||||||"26819893"|"51893495"
"Pasture"|"AUM"||10.5|||||||"26819893"|"51893496"
"Oats"|"Bu"||60|||||||"26819894"|"51893497"
"Alfalfa hay"|"Tons"||3|||||||"26819894"|"51893498"
"Barley"|"Bu"||50|||||||"26819894"|"51893499"
"Corn"|"Bu"||120|||||||"26819894"|"51893500"
"Corn silage"|"Tons"||25|||||||"26819894"|"51893501"
"Grass-legume hay"|"Tons"||3|||||||"26819894"|"51893502"
"Pasture"|"AUM"||6|||||||"26819894"|"51893503"
"Soybeans"|"Bu"||50|||||||"26819894"|"51893504"
"Tobacco"|"Lbs"||2200|||||||"26819894"|"51893505"
"Wheat"|"Bu"||55|||||||"26819894"|"51893506"
"Alfalfa hay"|"Tons"||3.5|||||||"26819895"|"51893507"
"Barley"|"Bu"||55|||||||"26819895"|"51893508"
"Corn"|"Bu"||115|||||||"26819895"|"51893509"
"Corn silage"|"Tons"||25|||||||"26819895"|"51893510"
"Grass-legume hay"|"Tons"||3|||||||"26819895"|"51893511"
"Pasture"|"AUM"||6.5|||||||"26819895"|"51893512"
"Soybeans"|"Bu"||45|||||||"26819895"|"51893513"
"Tobacco"|"Lbs"||2400|||||||"26819895"|"51893514"
"Wheat"|"Bu"||50|||||||"26819895"|"51893515"
"Oats"|"Bu"||60|||||||"26819895"|"51893516"
"Alfalfa hay"|"Tons"||5|||||||"26819520"|"51890924"
"Barley"|"Bu"||80|||||||"26819520"|"51890925"
"Corn"|"Bu"||160|||||||"26819520"|"51890926"
"Corn silage"|"Tons"||30|||||||"26819520"|"51890927"
"Grass-legume hay"|"Tons"||3.5|||||||"26819520"|"51890928"
"Pasture"|"AUM"||9.5|||||||"26819520"|"51890929"
"Soybeans"|"Bu"||65|||||||"26819520"|"51890930"
"Tobacco"|"Lbs"||2400|||||||"26819520"|"51890931"
"Wheat"|"Bu"||70|||||||"26819520"|"51890932"
"Oats"|"Bu"||80|||||||"26819520"|"51890933"
"Alfalfa hay"|"Tons"||5|||||||"26819521"|"51890934"
"Barley"|"Bu"||85|||||||"26819521"|"51890935"
"Corn"|"Bu"||165|||||||"26819521"|"51890936"
"Corn silage"|"Tons"||30|||||||"26819521"|"51890937"
"Grass-legume hay"|"Tons"||3.5|||||||"26819521"|"51890938"
"Pasture"|"AUM"||9.5|||||||"26819521"|"51890939"
"Soybeans"|"Bu"||65|||||||"26819521"|"51890940"
"Tobacco"|"Lbs"||2500|||||||"26819521"|"51890941"
"Wheat"|"Bu"||75|||||||"26819521"|"51890942"
"Oats"|"Bu"||80|||||||"26819521"|"51890943"
"Alfalfa hay"|"Tons"||4.5|||||||"26819522"|"51890944"
"Barley"|"Bu"||85|||||||"26819522"|"51890945"
"Corn"|"Bu"||170|||||||"26819522"|"51890946"
"Corn silage"|"Tons"||30|||||||"26819522"|"51890947"
"Grass-legume hay"|"Tons"||3.5|||||||"26819522"|"51890948"
"Pasture"|"AUM"||10.5|||||||"26819522"|"51890949"
"Soybeans"|"Bu"||70|||||||"26819522"|"51890950"
"Tobacco"|"Lbs"||2500|||||||"26819522"|"51890951"
"Wheat"|"Bu"||75|||||||"26819522"|"51890952"
"Oats"|"Bu"||80|||||||"26819522"|"51890953"
"Alfalfa hay"|"Tons"||5|||||||"26819523"|"51890954"
"Barley"|"Bu"||85|||||||"26819523"|"51890955"
"Corn"|"Bu"||170|||||||"26819523"|"51890956"
"Corn silage"|"Tons"||30|||||||"26819523"|"51890957"
"Grass-legume hay"|"Tons"||3.5|||||||"26819523"|"51890958"
"Pasture"|"AUM"||10.5|||||||"26819523"|"51890959"
"Soybeans"|"Bu"||70|||||||"26819523"|"51890960"
"Tobacco"|"Lbs"||2500|||||||"26819523"|"51890961"
"Wheat"|"Bu"||75|||||||"26819523"|"51890962"
"Oats"|"Bu"||80|||||||"26819523"|"51890963"
"Alfalfa hay"|"Tons"||3.5|||||||"26819524"|"51890964"
"Barley"|"Bu"||55|||||||"26819524"|"51890965"
"Corn"|"Bu"||115|||||||"26819524"|"51890966"
"Corn silage"|"Tons"||25|||||||"26819524"|"51890967"
"Grass-legume hay"|"Tons"||3|||||||"26819524"|"51890968"
"Pasture"|"AUM"||6.5|||||||"26819524"|"51890969"
"Soybeans"|"Bu"||45|||||||"26819524"|"51890970"
"Tobacco"|"Lbs"||2400|||||||"26819524"|"51890971"
"Wheat"|"Bu"||50|||||||"26819524"|"51890972"
"Oats"|"Bu"||60|||||||"26819524"|"51890973"
"Alfalfa hay"|"Tons"||3.5|||||||"26819525"|"51890974"
"Barley"|"Bu"||65|||||||"26819525"|"51890975"
"Corn"|"Bu"||125|||||||"26819525"|"51890976"
"Corn silage"|"Tons"||25|||||||"26819525"|"51890977"
"Grass-legume hay"|"Tons"||3|||||||"26819525"|"51890978"
"Pasture"|"AUM"||6.5|||||||"26819525"|"51890979"
"Soybeans"|"Bu"||50|||||||"26819525"|"51890980"
"Tobacco"|"Lbs"||2300|||||||"26819525"|"51890981"
"Wheat"|"Bu"||55|||||||"26819525"|"51890982"
"Oats"|"Bu"||70|||||||"26819525"|"51890983"
"Corn silage"|"Tons"||19|||||||"26819844"|"51893103"
"Grass-legume hay"|"Tons"||3|||||||"26819844"|"51893104"
"Pasture"|"AUM"||6|||||||"26819844"|"51893105"
"Soybeans"|"Bu"||30|||||||"26819844"|"51893106"
"Wheat"|"Bu"||40|||||||"26819844"|"51893107"
"Oats"|"Bu"||60|||||||"26819844"|"51893108"
"Tobacco"|"Lbs"||2200|||||||"26819844"|"51893109"
"Barley"|"Bu"||50|||||||"26819844"|"51893110"
"Alfalfa hay"|"Tons"||3|||||||"26819844"|"51893111"
"Corn"|"Bu"||95|||||||"26819844"|"51893112"
"Corn"|"Bu"||70|||||||"26819845"|"51893113"
"Corn silage"|"Tons"||15|||||||"26819845"|"51893114"
"Soybeans"|"Bu"||25|||||||"26819845"|"51893115"
"Wheat"|"Bu"||30|||||||"26819845"|"51893116"
"Grass-legume hay"|"Tons"||2.5|||||||"26819845"|"51893117"
"Pasture"|"AUM"||7.5|||||||"26819845"|"51893118"
"Alfalfa hay"|"Tons"||3.5|||||||"26819846"|"51893119"
"Corn"|"Bu"||100|||||||"26819846"|"51893120"
"Pasture"|"AUM"||6.5|||||||"26819846"|"51893121"
"Soybeans"|"Bu"||30|||||||"26819846"|"51893122"
"Wheat"|"Bu"||40|||||||"26819846"|"51893123"
"Oats"|"Bu"||70|||||||"26819846"|"51893124"
"Corn silage"|"Tons"||20|||||||"26819846"|"51893125"
"Grass-legume hay"|"Tons"||3|||||||"26819846"|"51893126"
"Barley"|"Bu"||65|||||||"26819846"|"51893127"
"Tobacco"|"Lbs"||2300|||||||"26819846"|"51893128"
"Alfalfa hay"|"Tons"||3.5|||||||"26819847"|"51893129"
"Corn"|"Bu"||90|||||||"26819847"|"51893130"
"Corn silage"|"Tons"||18|||||||"26819847"|"51893131"
"Grass-legume hay"|"Tons"||3|||||||"26819847"|"51893132"
"Oats"|"Bu"||65|||||||"26819847"|"51893133"
"Pasture"|"AUM"||6.5|||||||"26819847"|"51893134"
"Wheat"|"Bu"||35|||||||"26819847"|"51893135"
"Tobacco"|"Lbs"||2200|||||||"26819847"|"51893136"
"Barley"|"Bu"||65|||||||"26819847"|"51893137"
"Soybeans"|"Bu"||30|||||||"26819847"|"51893138"
"Alfalfa hay"|"Tons"|5.5|5.5|5.5||||||"26819848"|"51893139"
"Barley"|"Bu"|85|85|85||||||"26819848"|"51893140"
"Pasture"|"AUM"|9.5|9.5|9.5||||||"26819848"|"51893141"
"Soybeans"|"Bu"|50|61.2|65||||||"26819848"|"51893142"
"Tobacco"|"Lbs"|2500|2500|2500||||||"26819848"|"51893143"
"Wheat"|"Bu"|60|67.5|70||||||"26819848"|"51893144"
"Corn"|"Bu"|140|158.8|165||||||"26819848"|"51893145"
"Corn silage"|"Tons"|27|29.2|30||||||"26819848"|"51893146"
"Grass-legume hay"|"Tons"|3.5|3.9|4||||||"26819848"|"51893147"
"Oats"|"Bu"|80|80|80||||||"26819848"|"51893148"
"Corn silage"|"Tons"||20|||||||"26819849"|"51893149"
"Grass-legume hay"|"Tons"||3|||||||"26819849"|"51893150"
"Pasture"|"AUM"||6.5|||||||"26819849"|"51893151"
"Soybeans"|"Bu"||30|||||||"26819849"|"51893152"
"Barley"|"Bu"||65|||||||"26819849"|"51893153"
"Tobacco"|"Lbs"||2300|||||||"26819849"|"51893154"
"Alfalfa hay"|"Tons"||3.5|||||||"26819849"|"51893155"
"Corn"|"Bu"||100|||||||"26819849"|"51893156"
"Wheat"|"Bu"||40|||||||"26819849"|"51893157"
"Oats"|"Bu"||70|||||||"26819849"|"51893158"
"Corn silage"|"Tons"||18|||||||"26819850"|"51893159"
"Grass-legume hay"|"Tons"||3|||||||"26819850"|"51893160"
"Oats"|"Bu"||65|||||||"26819850"|"51893161"
"Pasture"|"AUM"||6.5|||||||"26819850"|"51893162"
"Wheat"|"Bu"||35|||||||"26819850"|"51893163"
"Tobacco"|"Lbs"||2200|||||||"26819850"|"51893164"
"Barley"|"Bu"||65|||||||"26819850"|"51893165"
"Soybeans"|"Bu"||30|||||||"26819850"|"51893166"
"Alfalfa hay"|"Tons"||3.5|||||||"26819850"|"51893167"
